,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2021 Census of Population and Housing,,,,,,,,
General Community Profile DataPack Metadata,,,,,,,,
,,,,,,,,
,,Celldescriptors,,,,,,
G219,VisDiff_SA2_OT_25_34_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_25_34_years,G03,G03,Age: 25-34 years,,,
G220,VisDiff_SA2_OT_35_44_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_35_44_years,G03,G03,Age: 35-44 years,,,
G221,VisDiff_SA2_OT_45_54_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_45_54_years,G03,G03,Age: 45-54 years,,,
G222,VisDiff_SA2_OT_55_64_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_55_64_years,G03,G03,Age: 55-64 years,,,
G223,VisDiff_SA2_OT_65_74_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_65_74_years,G03,G03,Age: 65-74 years,,,
G224,VisDiff_SA2_OT_75_84_yr,Visitor_from_Different_SA2_in_Other_Territories_Age_75_84_years,G03,G03,Age: 75-84 years,,,
G225,VisDiff_SA2_OT_85ov,Visitor_from_Different_SA2_in_Other_Territories_Age_85_years_and_over,G03,G03,Age: 85 years and over,,,
G226,VisDiff_SA2_OT_Total,Visitor_from_Different_SA2_in_Other_Territories_Total,G03,G03,Total,,,
G227,VisDiff_SA2_Tot_0_14_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_0_14_years,G03,G03,Age: 0-14 years,,,
G228,VisDiff_SA2_Tot_15_24_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_15_24_years,G03,G03,Age: 15-24 years,,,
G229,VisDiff_SA2_Tot_25_34_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_25_34_years,G03,G03,Age: 25-34 years,,,
G230,VisDiff_SA2_Tot_35_44_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_35_44_years,G03,G03,Age: 35-44 years,,,
G231,VisDiff_SA2_Tot_45_54_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_45_54_years,G03,G03,Age: 45-54 years,,,
G232,VisDiff_SA2_Tot_55_64_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_55_64_years,G03,G03,Age: 55-64 years,,,
G233,VisDiff_SA2_Tot_65_74_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_65_74_years,G03,G03,Age: 65-74 years,,,
G234,VisDiff_SA2_Tot_75_84_yr,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_75_84_years,G03,G03,Age: 75-84 years,,,
G235,VisDiff_SA2_Tot_85ov,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Age_85_years_and_over,G03,G03,Age: 85 years and over,,,
G236,VisDiff_SA2_Tot_Total,Visitor_from_Different_SA2_in_Total_visitors_from_a_different_SA2_Total,G03,G03,Total,,,
G237,Vis_Tot_Visitrs_0_14_yr,Visitor_from_Total_visitors_Age_0_14_years,G03,G03,Age: 0-14 years,,,
G238,Vis_Tot_Visitrs_15_24_yr,Visitor_from_Total_visitors_Age_15_24_years,G03,G03,Age: 15-24 years,,,
G239,Vis_Tot_Visitrs_25_34_yr,Visitor_from_Total_visitors_Age_25_34_years,G03,G03,Age: 25-34 years,,,
G240,Vis_Tot_Visitrs_35_44_yr,Visitor_from_Total_visitors_Age_35_44_years,G03,G03,Age: 35-44 years,,,
G241,Vis_Tot_Visitrs_45_54_yr,Visitor_from_Total_visitors_Age_45_54_years,G03,G03,Age: 45-54 years,,,
G242,Vis_Tot_Visitrs_55_64_yr,Visitor_from_Total_visitors_Age_55_64_years,G03,G03,Age: 55-64 years,,,
G243,Vis_Tot_Visitrs_65_74_yr,Visitor_from_Total_visitors_Age_65_74_years,G03,G03,Age: 65-74 years,,,
G244,Vis_Tot_Visitrs_75_84_yr,Visitor_from_Total_visitors_Age_75_84_years,G03,G03,Age: 75-84 years,,,
G245,Vis_Tot_Visitrs_85ov,Visitor_from_Total_visitors_Age_85_years_and_over,G03,G03,Age: 85 years and over,,,
G246,Vis_Tot_Visitrs_Total,Visitor_from_Total_visitors_Total,G03,G03,Total,,,
G247,Total_0_14_yr,Total_Age_0_14_years,G03,G03,Age: 0-14 years,,,
G248,Total_15_24_yr,Total_Age_15_24_years,G03,G03,Age: 15-24 years,,,
G249,Total_25_34_yr,Total_Age_25_34_years,G03,G03,Age: 25-34 years,,,
G250,Total_35_44_yr,Total_Age_35_44_years,G03,G03,Age: 35-44 years,,,
G251,Total_45_54_yr,Total_Age_45_54_years,G03,G03,Age: 45-54 years,,,
G252,Total_55_64_yr,Total_Age_55_64_years,G03,G03,Age: 55-64 years,,,
G253,Total_65_74_yr,Total_Age_65_74_years,G03,G03,Age: 65-74 years,,,
G254,Total_75_84_yr,Total_Age_75_84_years,G03,G03,Age: 75-84 years,,,
G255,Total_85ov,Total_Age_85_years_and_over,G03,G03,Age: 85 years and over,,,
G256,Total_Total,Total_Total,G03,G03,Total,,,
G257,Age_yr_0_M,Age_years_0_Males,G04A,G04,Males,,,
G258,Age_yr_0_F,Age_years_0_Females,G04A,G04,Females,,,
G259,Age_yr_0_P,Age_years_0_Persons,G04A,G04,Persons,,,
G260,Age_yr_1_M,Age_years_1_Males,G04A,G04,Males,,,
G261,Age_yr_1_F,Age_years_1_Females,G04A,G04,Females,,,
G262,Age_yr_1_P,Age_years_1_Persons,G04A,G04,Persons,,,
G263,Age_yr_2_M,Age_years_2_Males,G04A,G04,Males,,,
G264,Age_yr_2_F,Age_years_2_Females,G04A,G04,Females,,,
G265,Age_yr_2_P,Age_years_2_Persons,G04A,G04,Persons,,,
G266,Age_yr_3_M,Age_years_3_Males,G04A,G04,Males,,,
G267,Age_yr_3_F,Age_years_3_Females,G04A,G04,Females,,,
G268,Age_yr_3_P,Age_years_3_Persons,G04A,G04,Persons,,,
G269,Age_yr_4_M,Age_years_4_Males,G04A,G04,Males,,,
G270,Age_yr_4_F,Age_years_4_Females,G04A,G04,Females,,,
G271,Age_yr_4_P,Age_years_4_Persons,G04A,G04,Persons,,,
G272,Age_yr_0_4_M,Age_years_0_4_years_Males,G04A,G04,Males,,,
G273,Age_yr_0_4_F,Age_years_0_4_years_Females,G04A,G04,Females,,,
G274,Age_yr_0_4_P,Age_years_0_4_years_Persons,G04A,G04,Persons,,,
G275,Age_yr_5_M,Age_years_5_Males,G04A,G04,Males,,,
G276,Age_yr_5_F,Age_years_5_Females,G04A,G04,Females,,,
G277,Age_yr_5_P,Age_years_5_Persons,G04A,G04,Persons,,,
G278,Age_yr_6_M,Age_years_6_Males,G04A,G04,Males,,,
G279,Age_yr_6_F,Age_years_6_Females,G04A,G04,Females,,,
G280,Age_yr_6_P,Age_years_6_Persons,G04A,G04,Persons,,,
G281,Age_yr_7_M,Age_years_7_Males,G04A,G04,Males,,,
G282,Age_yr_7_F,Age_years_7_Females,G04A,G04,Females,,,
G283,Age_yr_7_P,Age_years_7_Persons,G04A,G04,Persons,,,
G284,Age_yr_8_M,Age_years_8_Males,G04A,G04,Males,,,
G285,Age_yr_8_F,Age_years_8_Females,G04A,G04,Females,,,
G286,Age_yr_8_P,Age_years_8_Persons,G04A,G04,Persons,,,
G287,Age_yr_9_M,Age_years_9_Males,G04A,G04,Males,,,
G288,Age_yr_9_F,Age_years_9_Females,G04A,G04,Females,,,
G289,Age_yr_9_P,Age_years_9_Persons,G04A,G04,Persons,,,
G290,Age_yr_5_9_M,Age_years_5_9_years_Males,G04A,G04,Males,,,
G291,Age_yr_5_9_F,Age_years_5_9_years_Females,G04A,G04,Females,,,
G292,Age_yr_5_9_P,Age_years_5_9_years_Persons,G04A,G04,Persons,,,
G293,Age_yr_10_M,Age_years_10_Males,G04A,G04,Males,,,
G294,Age_yr_10_F,Age_years_10_Females,G04A,G04,Females,,,
G295,Age_yr_10_P,Age_years_10_Persons,G04A,G04,Persons,,,
G296,Age_yr_11_M,Age_years_11_Males,G04A,G04,Males,,,
G297,Age_yr_11_F,Age_years_11_Females,G04A,G04,Females,,,
G298,Age_yr_11_P,Age_years_11_Persons,G04A,G04,Persons,,,
G299,Age_yr_12_M,Age_years_12_Males,G04A,G04,Males,,,
G300,Age_yr_12_F,Age_years_12_Females,G04A,G04,Females,,,
G301,Age_yr_12_P,Age_years_12_Persons,G04A,G04,Persons,,,
G302,Age_yr_13_M,Age_years_13_Males,G04A,G04,Males,,,
G303,Age_yr_13_F,Age_years_13_Females,G04A,G04,Females,,,
G304,Age_yr_13_P,Age_years_13_Persons,G04A,G04,Persons,,,
G305,Age_yr_14_M,Age_years_14_Males,G04A,G04,Males,,,
G306,Age_yr_14_F,Age_years_14_Females,G04A,G04,Females,,,
G307,Age_yr_14_P,Age_years_14_Persons,G04A,G04,Persons,,,
G308,Age_yr_10_14_M,Age_years_10_14_years_Males,G04A,G04,Males,,,
G309,Age_yr_10_14_F,Age_years_10_14_years_Females,G04A,G04,Females,,,
G310,Age_yr_10_14_P,Age_years_10_14_years_Persons,G04A,G04,Persons,,,
G311,Age_yr_15_M,Age_years_15_Males,G04A,G04,Males,,,
G312,Age_yr_15_F,Age_years_15_Females,G04A,G04,Females,,,
G313,Age_yr_15_P,Age_years_15_Persons,G04A,G04,Persons,,,
G314,Age_yr_16_M,Age_years_16_Males,G04A,G04,Males,,,
G315,Age_yr_16_F,Age_years_16_Females,G04A,G04,Females,,,
G316,Age_yr_16_P,Age_years_16_Persons,G04A,G04,Persons,,,
G317,Age_yr_17_M,Age_years_17_Males,G04A,G04,Males,,,
G318,Age_yr_17_F,Age_years_17_Females,G04A,G04,Females,,,
G319,Age_yr_17_P,Age_years_17_Persons,G04A,G04,Persons,,,
G320,Age_yr_18_M,Age_years_18_Males,G04A,G04,Males,,,
G321,Age_yr_18_F,Age_years_18_Females,G04A,G04,Females,,,
G322,Age_yr_18_P,Age_years_18_Persons,G04A,G04,Persons,,,
G323,Age_yr_19_M,Age_years_19_Males,G04A,G04,Males,,,
G324,Age_yr_19_F,Age_years_19_Females,G04A,G04,Females,,,
G325,Age_yr_19_P,Age_years_19_Persons,G04A,G04,Persons,,,
G326,Age_yr_15_19_M,Age_years_15_19_years_Males,G04A,G04,Males,,,
G327,Age_yr_15_19_F,Age_years_15_19_years_Females,G04A,G04,Females,,,
G328,Age_yr_15_19_P,Age_years_15_19_years_Persons,G04A,G04,Persons,,,
G329,Age_yr_20_M,Age_years_20_Males,G04A,G04,Males,,,
G330,Age_yr_20_F,Age_years_20_Females,G04A,G04,Females,,,
G331,Age_yr_20_P,Age_years_20_Persons,G04A,G04,Persons,,,
G332,Age_yr_21_M,Age_years_21_Males,G04A,G04,Males,,,
G333,Age_yr_21_F,Age_years_21_Females,G04A,G04,Females,,,
G334,Age_yr_21_P,Age_years_21_Persons,G04A,G04,Persons,,,
G335,Age_yr_22_M,Age_years_22_Males,G04A,G04,Males,,,
G336,Age_yr_22_F,Age_years_22_Females,G04A,G04,Females,,,
G337,Age_yr_22_P,Age_years_22_Persons,G04A,G04,Persons,,,
G338,Age_yr_23_M,Age_years_23_Males,G04A,G04,Males,,,
G339,Age_yr_23_F,Age_years_23_Females,G04A,G04,Females,,,
G340,Age_yr_23_P,Age_years_23_Persons,G04A,G04,Persons,,,
G341,Age_yr_24_M,Age_years_24_Males,G04A,G04,Males,,,
G342,Age_yr_24_F,Age_years_24_Females,G04A,G04,Females,,,
G343,Age_yr_24_P,Age_years_24_Persons,G04A,G04,Persons,,,
G344,Age_yr_20_24_M,Age_years_20_24_years_Males,G04A,G04,Males,,,
G345,Age_yr_20_24_F,Age_years_20_24_years_Females,G04A,G04,Females,,,
G346,Age_yr_20_24_P,Age_years_20_24_years_Persons,G04A,G04,Persons,,,
G347,Age_yr_25_M,Age_years_25_Males,G04A,G04,Males,,,
G348,Age_yr_25_F,Age_years_25_Females,G04A,G04,Females,,,
G349,Age_yr_25_P,Age_years_25_Persons,G04A,G04,Persons,,,
G350,Age_yr_26_M,Age_years_26_Males,G04A,G04,Males,,,
G351,Age_yr_26_F,Age_years_26_Females,G04A,G04,Females,,,
G352,Age_yr_26_P,Age_years_26_Persons,G04A,G04,Persons,,,
G353,Age_yr_27_M,Age_years_27_Males,G04A,G04,Males,,,
G354,Age_yr_27_F,Age_years_27_Females,G04A,G04,Females,,,
G355,Age_yr_27_P,Age_years_27_Persons,G04A,G04,Persons,,,
G356,Age_yr_28_M,Age_years_28_Males,G04A,G04,Males,,,
G357,Age_yr_28_F,Age_years_28_Females,G04A,G04,Females,,,
G358,Age_yr_28_P,Age_years_28_Persons,G04A,G04,Persons,,,
G359,Age_yr_29_M,Age_years_29_Males,G04A,G04,Males,,,
G360,Age_yr_29_F,Age_years_29_Females,G04A,G04,Females,,,
G361,Age_yr_29_P,Age_years_29_Persons,G04A,G04,Persons,,,
G362,Age_yr_25_29_M,Age_years_25_29_years_Males,G04A,G04,Males,,,
G363,Age_yr_25_29_F,Age_years_25_29_years_Females,G04A,G04,Females,,,
G364,Age_yr_25_29_P,Age_years_25_29_years_Persons,G04A,G04,Persons,,,
G365,Age_yr_30_M,Age_years_30_Males,G04A,G04,Males,,,
G366,Age_yr_30_F,Age_years_30_Females,G04A,G04,Females,,,
G367,Age_yr_30_P,Age_years_30_Persons,G04A,G04,Persons,,,
G368,Age_yr_31_M,Age_years_31_Males,G04A,G04,Males,,,
G369,Age_yr_31_F,Age_years_31_Females,G04A,G04,Females,,,
G370,Age_yr_31_P,Age_years_31_Persons,G04A,G04,Persons,,,
G371,Age_yr_32_M,Age_years_32_Males,G04A,G04,Males,,,
G372,Age_yr_32_F,Age_years_32_Females,G04A,G04,Females,,,
G373,Age_yr_32_P,Age_years_32_Persons,G04A,G04,Persons,,,
G374,Age_yr_33_M,Age_years_33_Males,G04A,G04,Males,,,
G375,Age_yr_33_F,Age_years_33_Females,G04A,G04,Females,,,
G376,Age_yr_33_P,Age_years_33_Persons,G04A,G04,Persons,,,
G377,Age_yr_34_M,Age_years_34_Males,G04A,G04,Males,,,
G378,Age_yr_34_F,Age_years_34_Females,G04A,G04,Females,,,
G379,Age_yr_34_P,Age_years_34_Persons,G04A,G04,Persons,,,
G380,Age_yr_30_34_M,Age_years_30_34_years_Males,G04A,G04,Males,,,
G381,Age_yr_30_34_F,Age_years_30_34_years_Females,G04A,G04,Females,,,
G382,Age_yr_30_34_P,Age_years_30_34_years_Persons,G04A,G04,Persons,,,
G383,Age_yr_35_M,Age_years_35_Males,G04A,G04,Males,,,
G384,Age_yr_35_F,Age_years_35_Females,G04A,G04,Females,,,
G385,Age_yr_35_P,Age_years_35_Persons,G04A,G04,Persons,,,
G386,Age_yr_36_M,Age_years_36_Males,G04A,G04,Males,,,
G387,Age_yr_36_F,Age_years_36_Females,G04A,G04,Females,,,
G388,Age_yr_36_P,Age_years_36_Persons,G04A,G04,Persons,,,
G389,Age_yr_37_M,Age_years_37_Males,G04A,G04,Males,,,
G390,Age_yr_37_F,Age_years_37_Females,G04A,G04,Females,,,
G391,Age_yr_37_P,Age_years_37_Persons,G04A,G04,Persons,,,
G392,Age_yr_38_M,Age_years_38_Males,G04A,G04,Males,,,
G393,Age_yr_38_F,Age_years_38_Females,G04A,G04,Females,,,
G394,Age_yr_38_P,Age_years_38_Persons,G04A,G04,Persons,,,
G395,Age_yr_39_M,Age_years_39_Males,G04A,G04,Males,,,
G396,Age_yr_39_F,Age_years_39_Females,G04A,G04,Females,,,
G397,Age_yr_39_P,Age_years_39_Persons,G04A,G04,Persons,,,
G398,Age_yr_35_39_M,Age_years_35_39_years_Males,G04A,G04,Males,,,
G399,Age_yr_35_39_F,Age_years_35_39_years_Females,G04A,G04,Females,,,
G400,Age_yr_35_39_P,Age_years_35_39_years_Persons,G04A,G04,Persons,,,
G401,Age_yr_40_M,Age_years_40_Males,G04A,G04,Males,,,
G402,Age_yr_40_F,Age_years_40_Females,G04A,G04,Females,,,
G403,Age_yr_40_P,Age_years_40_Persons,G04A,G04,Persons,,,
G404,Age_yr_41_M,Age_years_41_Males,G04A,G04,Males,,,
G405,Age_yr_41_F,Age_years_41_Females,G04A,G04,Females,,,
G406,Age_yr_41_P,Age_years_41_Persons,G04A,G04,Persons,,,
G407,Age_yr_42_M,Age_years_42_Males,G04A,G04,Males,,,
G408,Age_yr_42_F,Age_years_42_Females,G04A,G04,Females,,,
G409,Age_yr_42_P,Age_years_42_Persons,G04A,G04,Persons,,,
G410,Age_yr_43_M,Age_years_43_Males,G04A,G04,Males,,,
G411,Age_yr_43_F,Age_years_43_Females,G04A,G04,Females,,,
G412,Age_yr_43_P,Age_years_43_Persons,G04A,G04,Persons,,,
G413,Age_yr_44_M,Age_years_44_Males,G04A,G04,Males,,,
G414,Age_yr_44_F,Age_years_44_Females,G04A,G04,Females,,,
G415,Age_yr_44_P,Age_years_44_Persons,G04A,G04,Persons,,,
G416,Age_yr_40_44_M,Age_years_40_44_years_Males,G04A,G04,Males,,,
G417,Age_yr_40_44_F,Age_years_40_44_years_Females,G04A,G04,Females,,,
G418,Age_yr_40_44_P,Age_years_40_44_years_Persons,G04A,G04,Persons,,,
G419,Age_yr_45_M,Age_years_45_Males,G04A,G04,Males,,,
G420,Age_yr_45_F,Age_years_45_Females,G04A,G04,Females,,,
G421,Age_yr_45_P,Age_years_45_Persons,G04A,G04,Persons,,,
G422,Age_yr_46_M,Age_years_46_Males,G04A,G04,Males,,,
G423,Age_yr_46_F,Age_years_46_Females,G04A,G04,Females,,,
G424,Age_yr_46_P,Age_years_46_Persons,G04A,G04,Persons,,,
G425,Age_yr_47_M,Age_years_47_Males,G04A,G04,Males,,,
G426,Age_yr_47_F,Age_years_47_Females,G04A,G04,Females,,,
G427,Age_yr_47_P,Age_years_47_Persons,G04A,G04,Persons,,,
G428,Age_yr_48_M,Age_years_48_Males,G04A,G04,Males,,,
G429,Age_yr_48_F,Age_years_48_Females,G04A,G04,Females,,,
G430,Age_yr_48_P,Age_years_48_Persons,G04A,G04,Persons,,,
G431,Age_yr_49_M,Age_years_49_Males,G04A,G04,Males,,,
G432,Age_yr_49_F,Age_years_49_Females,G04A,G04,Females,,,
G433,Age_yr_49_P,Age_years_49_Persons,G04A,G04,Persons,,,
G434,Age_yr_45_49_M,Age_years_45_49_years_Males,G04A,G04,Males,,,
G435,Age_yr_45_49_F,Age_years_45_49_years_Females,G04A,G04,Females,,,
G436,Age_yr_45_49_P,Age_years_45_49_years_Persons,G04A,G04,Persons,,,
G437,Age_yr_50_M,Age_years_50_Males,G04A,G04,Males,,,
G438,Age_yr_50_F,Age_years_50_Females,G04A,G04,Females,,,
G439,Age_yr_50_P,Age_years_50_Persons,G04A,G04,Persons,,,
G440,Age_yr_51_M,Age_years_51_Males,G04A,G04,Males,,,
G441,Age_yr_51_F,Age_years_51_Females,G04A,G04,Females,,,
G442,Age_yr_51_P,Age_years_51_Persons,G04A,G04,Persons,,,
G443,Age_yr_52_M,Age_years_52_Males,G04A,G04,Males,,,
G444,Age_yr_52_F,Age_years_52_Females,G04A,G04,Females,,,
G445,Age_yr_52_P,Age_years_52_Persons,G04A,G04,Persons,,,
G446,Age_yr_53_M,Age_years_53_Males,G04A,G04,Males,,,
G447,Age_yr_53_F,Age_years_53_Females,G04A,G04,Females,,,
G448,Age_yr_53_P,Age_years_53_Persons,G04A,G04,Persons,,,
G449,Age_yr_54_M,Age_years_54_Males,G04A,G04,Males,,,
G450,Age_yr_54_F,Age_years_54_Females,G04A,G04,Females,,,
G451,Age_yr_54_P,Age_years_54_Persons,G04A,G04,Persons,,,
G452,Age_yr_50_54_M,Age_years_50_54_years_Males,G04A,G04,Males,,,
G453,Age_yr_50_54_F,Age_years_50_54_years_Females,G04A,G04,Females,,,
G454,Age_yr_50_54_P,Age_years_50_54_years_Persons,G04A,G04,Persons,,,
G455,Age_yr_55_M,Age_years_55_Males,G04A,G04,Males,,,
G456,Age_yr_55_F,Age_years_55_Females,G04A,G04,Females,,,
G457,Age_yr_55_P,Age_years_55_Persons,G04B,G04,Persons,,,
G458,Age_yr_56_M,Age_years_56_Males,G04B,G04,Males,,,
G459,Age_yr_56_F,Age_years_56_Females,G04B,G04,Females,,,
G460,Age_yr_56_P,Age_years_56_Persons,G04B,G04,Persons,,,
G461,Age_yr_57_M,Age_years_57_Males,G04B,G04,Males,,,
G462,Age_yr_57_F,Age_years_57_Females,G04B,G04,Females,,,
G463,Age_yr_57_P,Age_years_57_Persons,G04B,G04,Persons,,,
G464,Age_yr_58_M,Age_years_58_Males,G04B,G04,Males,,,
G465,Age_yr_58_F,Age_years_58_Females,G04B,G04,Females,,,
G466,Age_yr_58_P,Age_years_58_Persons,G04B,G04,Persons,,,
G467,Age_yr_59_M,Age_years_59_Males,G04B,G04,Males,,,
G468,Age_yr_59_F,Age_years_59_Females,G04B,G04,Females,,,
G469,Age_yr_59_P,Age_years_59_Persons,G04B,G04,Persons,,,
G470,Age_yr_55_59_M,Age_years_55_59_years_Males,G04B,G04,Males,,,
G471,Age_yr_55_59_F,Age_years_55_59_years_Females,G04B,G04,Females,,,
G472,Age_yr_55_59_P,Age_years_55_59_years_Persons,G04B,G04,Persons,,,
G473,Age_yr_60_M,Age_years_60_Males,G04B,G04,Males,,,
G474,Age_yr_60_F,Age_years_60_Females,G04B,G04,Females,,,
G475,Age_yr_60_P,Age_years_60_Persons,G04B,G04,Persons,,,
G476,Age_yr_61_M,Age_years_61_Males,G04B,G04,Males,,,
G477,Age_yr_61_F,Age_years_61_Females,G04B,G04,Females,,,
G478,Age_yr_61_P,Age_years_61_Persons,G04B,G04,Persons,,,
G479,Age_yr_62_M,Age_years_62_Males,G04B,G04,Males,,,
G480,Age_yr_62_F,Age_years_62_Females,G04B,G04,Females,,,
G481,Age_yr_62_P,Age_years_62_Persons,G04B,G04,Persons,,,
G482,Age_yr_63_M,Age_years_63_Males,G04B,G04,Males,,,
G483,Age_yr_63_F,Age_years_63_Females,G04B,G04,Females,,,
G484,Age_yr_63_P,Age_years_63_Persons,G04B,G04,Persons,,,
G485,Age_yr_64_M,Age_years_64_Males,G04B,G04,Males,,,
G486,Age_yr_64_F,Age_years_64_Females,G04B,G04,Females,,,
G487,Age_yr_64_P,Age_years_64_Persons,G04B,G04,Persons,,,
G488,Age_yr_60_64_M,Age_years_60_64_years_Males,G04B,G04,Males,,,
G489,Age_yr_60_64_F,Age_years_60_64_years_Females,G04B,G04,Females,,,
G490,Age_yr_60_64_P,Age_years_60_64_years_Persons,G04B,G04,Persons,,,
G491,Age_yr_65_M,Age_years_65_Males,G04B,G04,Males,,,
G492,Age_yr_65_F,Age_years_65_Females,G04B,G04,Females,,,
G493,Age_yr_65_P,Age_years_65_Persons,G04B,G04,Persons,,,
G494,Age_yr_66_M,Age_years_66_Males,G04B,G04,Males,,,
G495,Age_yr_66_F,Age_years_66_Females,G04B,G04,Females,,,
G496,Age_yr_66_P,Age_years_66_Persons,G04B,G04,Persons,,,
G497,Age_yr_67_M,Age_years_67_Males,G04B,G04,Males,,,
G498,Age_yr_67_F,Age_years_67_Females,G04B,G04,Females,,,
G499,Age_yr_67_P,Age_years_67_Persons,G04B,G04,Persons,,,
G500,Age_yr_68_M,Age_years_68_Males,G04B,G04,Males,,,
G501,Age_yr_68_F,Age_years_68_Females,G04B,G04,Females,,,
G502,Age_yr_68_P,Age_years_68_Persons,G04B,G04,Persons,,,
G503,Age_yr_69_M,Age_years_69_Males,G04B,G04,Males,,,
G504,Age_yr_69_F,Age_years_69_Females,G04B,G04,Females,,,
G505,Age_yr_69_P,Age_years_69_Persons,G04B,G04,Persons,,,
G506,Age_yr_65_69_M,Age_years_65_69_years_Males,G04B,G04,Males,,,
G507,Age_yr_65_69_F,Age_years_65_69_years_Females,G04B,G04,Females,,,
G508,Age_yr_65_69_P,Age_years_65_69_years_Persons,G04B,G04,Persons,,,
G509,Age_yr_70_M,Age_years_70_Males,G04B,G04,Males,,,
G510,Age_yr_70_F,Age_years_70_Females,G04B,G04,Females,,,
G511,Age_yr_70_P,Age_years_70_Persons,G04B,G04,Persons,,,
G512,Age_yr_71_M,Age_years_71_Males,G04B,G04,Males,,,
G513,Age_yr_71_F,Age_years_71_Females,G04B,G04,Females,,,
G514,Age_yr_71_P,Age_years_71_Persons,G04B,G04,Persons,,,
G515,Age_yr_72_M,Age_years_72_Males,G04B,G04,Males,,,
G516,Age_yr_72_F,Age_years_72_Females,G04B,G04,Females,,,
G517,Age_yr_72_P,Age_years_72_Persons,G04B,G04,Persons,,,
G518,Age_yr_73_M,Age_years_73_Males,G04B,G04,Males,,,
G519,Age_yr_73_F,Age_years_73_Females,G04B,G04,Females,,,
G520,Age_yr_73_P,Age_years_73_Persons,G04B,G04,Persons,,,
G521,Age_yr_74_M,Age_years_74_Males,G04B,G04,Males,,,
G522,Age_yr_74_F,Age_years_74_Females,G04B,G04,Females,,,
G523,Age_yr_74_P,Age_years_74_Persons,G04B,G04,Persons,,,
G524,Age_yr_70_74_M,Age_years_70_74_years_Males,G04B,G04,Males,,,
G525,Age_yr_70_74_F,Age_years_70_74_years_Females,G04B,G04,Females,,,
G526,Age_yr_70_74_P,Age_years_70_74_years_Persons,G04B,G04,Persons,,,
G527,Age_yr_75_M,Age_years_75_Males,G04B,G04,Males,,,
G528,Age_yr_75_F,Age_years_75_Females,G04B,G04,Females,,,
G529,Age_yr_75_P,Age_years_75_Persons,G04B,G04,Persons,,,
G530,Age_yr_76_M,Age_years_76_Males,G04B,G04,Males,,,
G531,Age_yr_76_F,Age_years_76_Females,G04B,G04,Females,,,
G532,Age_yr_76_P,Age_years_76_Persons,G04B,G04,Persons,,,
G533,Age_yr_77_M,Age_years_77_Males,G04B,G04,Males,,,
G534,Age_yr_77_F,Age_years_77_Females,G04B,G04,Females,,,
G535,Age_yr_77_P,Age_years_77_Persons,G04B,G04,Persons,,,
G536,Age_yr_78_M,Age_years_78_Males,G04B,G04,Males,,,
G537,Age_yr_78_F,Age_years_78_Females,G04B,G04,Females,,,
G538,Age_yr_78_P,Age_years_78_Persons,G04B,G04,Persons,,,
G539,Age_yr_79_M,Age_years_79_Males,G04B,G04,Males,,,
G540,Age_yr_79_F,Age_years_79_Females,G04B,G04,Females,,,
G541,Age_yr_79_P,Age_years_79_Persons,G04B,G04,Persons,,,
G542,Age_yr_75_79_M,Age_years_75_79_years_Males,G04B,G04,Males,,,
G543,Age_yr_75_79_F,Age_years_75_79_years_Females,G04B,G04,Females,,,
G544,Age_yr_75_79_P,Age_years_75_79_years_Persons,G04B,G04,Persons,,,
G545,Age_yr_80_84_M,Age_years_80_84_years_Males,G04B,G04,Males,,,
G546,Age_yr_80_84_F,Age_years_80_84_years_Females,G04B,G04,Females,,,
G547,Age_yr_80_84_P,Age_years_80_84_years_Persons,G04B,G04,Persons,,,
G548,Age_yr_85_89_M,Age_years_85_89_years_Males,G04B,G04,Males,,,
G549,Age_yr_85_89_F,Age_years_85_89_years_Females,G04B,G04,Females,,,
G550,Age_yr_85_89_P,Age_years_85_89_years_Persons,G04B,G04,Persons,,,
G551,Age_yr_90_94_M,Age_years_90_94_years_Males,G04B,G04,Males,,,
G552,Age_yr_90_94_F,Age_years_90_94_years_Females,G04B,G04,Females,,,
G553,Age_yr_90_94_P,Age_years_90_94_years_Persons,G04B,G04,Persons,,,
G554,Age_yr_95_99_M,Age_years_95_99_years_Males,G04B,G04,Males,,,
